Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,138.669998,139.000000,133.100006,133.580002,133.580002,87092100
2011-01-08,133.850006,135.679993,132.220001,132.690002,132.690002,65002900
2011-01-15,133.630005,134.399994,130.529999,131.029999,131.029999,67232300
2011-01-22,131.009995,131.630005,127.800003,130.279999,130.279999,119028400
2011-01-29,129.270004,132.699997,129.250000,131.660004,131.660004,72698800
2011-02-05,131.669998,133.500000,131.229996,132.320007,132.320007,51569400
2011-02-12,132.949997,135.800003,132.699997,135.410004,135.410004,58840500
2011-02-19,136.919998,138.199997,135.729996,137.380005,137.380005,61494900
2011-02-26,137.649994,140.550003,137.029999,139.350006,139.350006,75944500
2011-03-05,140.289993,140.610001,136.850006,138.220001,138.220001,59511800
2011-03-12,139.330002,139.550003,135.229996,138.369995,138.369995,74816300
2011-03-19,139.500000,141.279999,138.660004,139.259995,139.259995,65044900
2011-03-26,137.820007,140.399994,137.679993,139.199997,139.199997,55716200
2011-04-02,140.130005,143.839996,139.449997,143.660004,143.660004,61305700
2011-04-09,143.279999,145.119995,140.750000,145.050003,145.050003,72233600
2011-04-16,145.210007,147.059998,144.630005,146.740005,146.740005,52116400
2011-04-23,147.570007,153.029999,145.479996,152.369995,152.369995,102096300
2011-04-30,151.460007,153.610001,142.550003,145.300003,145.300003,158882900
2011-05-07,146.669998,148.190002,144.490005,145.630005,145.630005,82517400
2011-05-14,145.880005,147.779999,143.419998,147.490005,147.490005,69047800
2011-05-21,147.039993,149.919998,146.970001,149.699997,149.699997,61831100
2011-05-28,149.880005,151.130005,148.070007,150.220001,150.220001,55023800
2011-06-04,150.820007,151.449997,148.690002,149.240005,149.240005,51213700
2011-06-11,148.660004,150.289993,147.190002,149.940002,149.940002,68718600
2011-06-18,150.080002,151.860001,145.970001,146.259995,146.259995,81183300
2011-06-25,145.929993,147.419998,143.970001,144.929993,144.929993,62064500
2011-07-02,146.960007,150.500000,146.850006,150.250000,150.250000,48963900
2011-07-09,151.330002,155.289993,150.199997,155.199997,155.199997,106893900
2011-07-16,155.759995,156.580002,154.100006,156.119995,156.119995,84365700
2011-07-23,157.600006,159.250000,156.110001,158.289993,158.289993,71560200
2011-07-30,157.470001,163.869995,156.779999,161.750000,161.750000,131868900
2011-08-06,165.479996,175.130005,164.759995,169.970001,169.970001,222673700
