Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,1257.619995,1278.170044,1257.619995,1271.500000,1271.500000,23655220000
2011-01-08,1270.839966,1293.239990,1262.180054,1293.239990,1293.239990,21286570000
2011-01-15,1293.219971,1296.060059,1271.260010,1283.349976,1283.349976,19899340000
2011-01-22,1283.290039,1302.670044,1275.099976,1276.339966,1276.339966,23156650000
2011-01-29,1276.500000,1311.000000,1276.500000,1310.869995,1310.869995,21726860000
2011-02-05,1311.849976,1330.790039,1311.739990,1329.150024,1329.150024,20109950000
2011-02-12,1328.729980,1344.069946,1324.609985,1343.010010,1343.010010,12589110000
2011-02-19,1338.910034,1338.910034,1294.260010,1319.880005,1319.880005,7712050000
2011-02-26,1321.609985,1332.280029,1302.579956,1321.150024,1321.150024,12022480000
2011-03-05,1322.719971,1327.680054,1291.989990,1304.280029,1304.280029,20669090000
2011-03-12,1301.189941,1301.189941,1249.050049,1279.209961,1279.209961,23905220000
2011-03-19,1281.650024,1319.180054,1281.650024,1313.800049,1313.800049,20090110000
2011-03-26,1315.449951,1337.849976,1305.260010,1332.410034,1332.410034,18297330000
2011-04-02,1333.560059,1339.459961,1322.939941,1328.170044,1328.170044,19888170000
2011-04-09,1329.010010,1333.770020,1302.420044,1319.680054,1319.680054,19701690000
2011-04-16,1313.349976,1337.489990,1294.699951,1337.380005,1337.380005,15933560000
2011-04-23,1337.140015,1364.560059,1331.469971,1363.609985,1363.609985,17617650000
2011-04-30,1365.209961,1370.579956,1329.170044,1340.199951,1340.199951,20363720000
2011-05-07,1340.199951,1359.439941,1332.030029,1337.770020,1337.770020,19539110000
2011-05-14,1334.770020,1346.819946,1318.510010,1333.270020,1333.270020,19514380000
2011-05-21,1333.069946,1334.619995,1311.800049,1331.099976,1331.099976,17595530000
2011-05-28,1331.099976,1345.199951,1297.900024,1300.160034,1300.160034,16204530000
2011-06-04,1300.260010,1300.260010,1268.280029,1270.979980,1270.979980,18551800000
2011-06-11,1271.310059,1292.500000,1258.069946,1271.500000,1271.500000,20466010000
2011-06-18,1271.500000,1298.609985,1262.869995,1268.449951,1268.449951,19888020000
2011-06-25,1268.439941,1341.010010,1267.530029,1339.670044,1339.670044,19505540000
2011-07-02,1339.589966,1356.479980,1330.920044,1343.800049,1343.800049,14950400000
2011-07-09,1343.310059,1343.310059,1306.510010,1316.140015,1316.140015,20768430000
2011-07-16,1315.939941,1347.000000,1295.920044,1345.020020,1345.020020,20550440000
