Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,0.052000,0.070000,0.050000,0.058000,0.058000,0
2013-01-08,0.065000,0.065000,0.048000,0.060000,0.060000,0
2013-01-15,0.075000,0.083000,0.070000,0.070000,0.070000,0
2013-01-22,0.070000,0.077000,0.060000,0.060000,0.060000,0
2013-01-29,0.063000,0.065000,0.055000,0.055000,0.055000,0
2013-02-05,0.070000,0.077000,0.065000,0.065000,0.065000,0
2013-02-12,0.080000,0.098000,0.080000,0.095000,0.095000,0
2013-02-19,0.095000,0.120000,0.092000,0.115000,0.115000,0
2013-02-26,0.113000,0.113000,0.085000,0.085000,0.085000,0
2013-03-05,0.085000,0.092000,0.085000,0.087000,0.087000,0
2013-03-12,0.090000,0.095000,0.072000,0.072000,0.072000,0
2013-03-19,0.077000,0.077000,0.055000,0.058000,0.058000,0
2013-03-26,0.072000,0.080000,0.060000,0.065000,0.065000,0
2013-04-02,0.065000,0.070000,0.052000,0.055000,0.055000,0
2013-04-09,0.060000,0.065000,0.050000,0.055000,0.055000,0
2013-04-16,0.052000,0.055000,0.043000,0.045000,0.045000,0
2013-04-23,0.045000,0.052000,0.045000,0.045000,0.045000,0
2013-04-30,0.045000,0.050000,0.030000,0.030000,0.030000,0
2013-05-07,0.035000,0.040000,0.033000,0.035000,0.035000,0
2013-05-14,0.040000,0.040000,0.022000,0.035000,0.035000,0
2013-05-21,0.037000,0.040000,0.035000,0.037000,0.037000,0
2013-05-28,0.035000,0.040000,0.022000,0.030000,0.030000,0
2013-06-04,0.043000,0.045000,0.040000,0.040000,0.040000,0
2013-06-11,0.043000,0.045000,0.037000,0.040000,0.040000,0
2013-06-18,0.043000,0.045000,0.040000,0.040000,0.040000,0
2013-06-25,0.055000,0.058000,0.010000,0.010000,0.010000,0
2013-07-02,0.030000,0.045000,0.015000,0.035000,0.035000,0
2013-07-09,0.040000,0.040000,0.020000,0.020000,0.020000,0
2013-07-16,0.033000,0.035000,0.005000,0.005000,0.005000,0
2013-07-23,0.022000,0.025000,0.013000,0.020000,0.020000,0
2013-07-30,0.030000,0.035000,0.025000,0.035000,0.035000,0
2013-08-06,0.037000,0.050000,0.037000,0.048000,0.048000,0
2013-08-13,0.050000,0.052000,0.037000,0.040000,0.040000,0
